YearEnd,LocationAbbr,State,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,Overall Public School Rank 2021,Higher Ed Quality 2021,School Safety Rank 2021
2021,KY,Kentucky,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,49.0,49.0,42.8,55.3,Age,Age 18-44,21,CVD,CVD02,CRDPREV,AGE,AGE1844,16,14,33
2021,ME,Maine,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,133.0,133.0,121.5,144.6,Age,Age 45-64,23,CVD,CVD09,CRDRATE,AGE,AGE4564,20,24,14
2021,MS,Mississippi,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,127.4,127.4,120.7,134.0,Race/Ethnicity,"Black, non-Hispanic",28,CVD,CVD08,CRDRATE,RACE,BLK,46,43,43
2021,MD,Maryland,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,41.6,41.6,27.9,56.8,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",24,CVD,CVD04,CRDPREV,RACE,AIAN,10,11,9
2021,MA,Massachusetts,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,103.3,103.3,100.5,106.2,Race/Ethnicity,"White, non-Hispanic",25,CVD,CVD08,CRDRATE,RACE,WHT,1,1,1
2021,MS,Mississippi,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,131.5,131.5,124.3,138.6,Race/Ethnicity,"Black, non-Hispanic",28,CVD,CVD08,AGEADJRATE,RACE,BLK,46,43,43
2021,MA,Massachusetts,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,35.3,35.3,33.8,36.8,Overall,Overall,25,CVD,CVD04,CRDPREV,OVERALL,OVR,1,1,1
2021,MN,Minnesota,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,21.77,21.77,13.49,30.05,Race/Ethnicity,Hispanic,27,CVD,CVD06,AGEADJRATE,RACE,HIS,7,6,22
2021,MS,Mississippi,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,20.19,20.19,19.73,20.65,Overall,Overall,28,CVD,CVD06,CRDRATE,OVERALL,OVR,46,43,43
2021,LA,Louisiana,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,54.9,54.9,51.6,58.2,Age,Age >=65,22,CVD,CVD03,CRDPREV,AGE,AGE65P,50,49,47
2021,MN,Minnesota,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,87.3,87.3,65.4,114.2,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",27,CVD,CVD08,CRDRATE,RACE,AIAN,7,6,22
2021,KY,Kentucky,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,78.0,78.0,74.8,81.2,Sex,Female,21,CVD,CVD08,AGEADJRATE,SEX,SEXF,16,14,33
2021,ME,Maine,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,19.74,19.74,19.02,20.47,Race/Ethnicity,"White, non-Hispanic",23,CVD,CVD06,CRDRATE,RACE,WHT,20,24,14
2021,MA,Massachusetts,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,29.9,29.9,28.5,31.3,Overall,Overall,25,CVD,CVD01,CRDPREV,OVERALL,OVR,1,1,1
2021,MS,Mississippi,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,42.7,42.7,40.3,45.2,Sex,Female,28,CVD,CVD01,CRDPREV,SEX,SEXF,46,43,43
2021,KY,Kentucky,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,32.6,32.6,30.0,35.2,Sex,Female,21,CVD,CVD03,AGEADJPREV,SEX,SEXF,16,14,33
2021,MO,Missouri,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,56.8,56.8,51.2,62.3,Race/Ethnicity,"Black, non-Hispanic",29,CVD,CVD07,CRDRATE,RACE,BLK,36,32,48
2021,MA,Massachusetts,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,79.4,79.4,76.6,82.0,Race/Ethnicity,"White, non-Hispanic",25,CVD,CVD02,CRDPREV,RACE,WHT,1,1,1
2021,MD,Maryland,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,107.0,107.0,104.4,109.5,Overall,Overall,24,CVD,CVD08,CRDRATE,OVERALL,OVR,10,11,9
2021,MD,Maryland,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,47.6,47.6,45.1,50.1,Sex,Male,24,CVD,CVD07,AGEADJRATE,SEX,SEXM,10,11,9
2021,MN,Minnesota,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,23.6,23.6,17.1,31.6,Race/Ethnicity,"Multiracial, non-Hispanic",27,CVD,CVD03,CRDPREV,RACE,MRC,7,6,22
2021,MN,Minnesota,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,27.1,27.1,26.0,28.3,Sex,Female,27,CVD,CVD01,CRDPREV,SEX,SEXF,7,6,22
2021,KY,Kentucky,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,32.5,32.5,25.4,40.5,Race/Ethnicity,"Black, non-Hispanic",21,CVD,CVD04,CRDPREV,RACE,BLK,16,14,33
2021,MD,Maryland,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,56.4,56.4,53.4,59.4,Race/Ethnicity,"White, non-Hispanic",24,CVD,CVD02,AGEADJPREV,RACE,WHT,10,11,9
2021,LA,Louisiana,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,36.4,36.4,34.0,39.0,Sex,Female,22,CVD,CVD04,CRDPREV,SEX,SEXF,50,49,47
2021,MI,Michigan,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,32.6,32.6,25.8,40.8,Race/Ethnicity,"Asian, non-Hispanic",26,CVD,CVD07,AGEADJRATE,RACE,ASN,33,34,38
2021,MS,Mississippi,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,112.6,112.6,107.2,117.9,Sex,Female,28,CVD,CVD08,CRDRATE,SEX,SEXF,46,43,43
2021,MD,Maryland,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,119.5,119.5,115.6,123.5,Sex,Male,24,CVD,CVD08,AGEADJRATE,SEX,SEXM,10,11,9
2021,MI,Michigan,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,41.8,41.8,39.8,43.9,Age,Age 45-64,26,CVD,CVD04,CRDPREV,AGE,AGE4564,33,34,38
2021,MD,Maryland,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,12.03,12.03,11.74,12.32,Race/Ethnicity,"White, non-Hispanic",24,CVD,CVD06,CRDRATE,RACE,WHT,10,11,9
2021,MN,Minnesota,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,35.5,35.5,33.3,37.7,Sex,Male,27,CVD,CVD07,AGEADJRATE,SEX,SEXM,7,6,22
2021,MN,Minnesota,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,38.5,38.5,29.5,48.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",27,CVD,CVD01,CRDPREV,RACE,AIAN,7,6,22
2021,MA,Massachusetts,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,25.9,25.9,20.8,31.1,Race/Ethnicity,"Asian, non-Hispanic",25,CVD,CVD07,AGEADJRATE,RACE,ASN,1,1,1
2021,MA,Massachusetts,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,104.4,104.4,101.6,107.2,Sex,Female,25,CVD,CVD09,AGEADJRATE,SEX,SEXF,1,1,1
2021,LA,Louisiana,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,256.9,256.9,248.8,265.0,Race/Ethnicity,"Black, non-Hispanic",22,CVD,CVD09,CRDRATE,RACE,BLK,50,49,47
2021,MA,Massachusetts,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,28.7,28.7,23.0,35.1,Race/Ethnicity,"Black, non-Hispanic",25,CVD,CVD03,CRDPREV,RACE,BLK,1,1,1
2021,MI,Michigan,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,83.0,83.0,80.8,85.1,Sex,Female,26,CVD,CVD08,AGEADJRATE,SEX,SEXF,33,34,38
2021,MS,Mississippi,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,33.6,33.6,30.5,36.9,Race/Ethnicity,"Black, non-Hispanic",28,CVD,CVD03,AGEADJPREV,RACE,BLK,46,43,43
2021,MD,Maryland,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,35.6,35.6,30.5,41.1,Race/Ethnicity,"Asian, non-Hispanic",24,CVD,CVD04,AGEADJPREV,RACE,ASN,10,11,9
2021,MN,Minnesota,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,56.2,56.2,45.0,66.7,Race/Ethnicity,"Multiracial, non-Hispanic",27,CVD,CVD01,AGEADJPREV,RACE,MRC,7,6,22
2021,MO,Missouri,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,75.6,75.6,72.7,78.3,Sex,Male,29,CVD,CVD02,CRDPREV,SEX,SEXM,36,32,48
2021,MI,Michigan,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,31.6,31.6,30.1,33.1,Race/Ethnicity,"White, non-Hispanic",26,CVD,CVD04,AGEADJPREV,RACE,WHT,33,34,38
2021,KY,Kentucky,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,15.59,15.59,9.12,22.07,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",21,CVD,CVD06,AGEADJRATE,RACE,API,16,14,33
2021,ME,Maine,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,27.5,27.5,26.0,29.1,Race/Ethnicity,"White, non-Hispanic",23,CVD,CVD03,AGEADJPREV,RACE,WHT,20,24,14
2021,MN,Minnesota,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,122.0,122.0,105.7,138.3,Race/Ethnicity,"Black, non-Hispanic",27,CVD,CVD09,AGEADJRATE,RACE,BLK,7,6,22
2021,MA,Massachusetts,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,213.7,213.7,209.6,217.8,Race/Ethnicity,"White, non-Hispanic",25,CVD,CVD09,CRDRATE,RACE,WHT,1,1,1
2021,MO,Missouri,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,25.9,25.9,17.5,36.5,Race/Ethnicity,"Asian, non-Hispanic",29,CVD,CVD04,AGEADJPREV,RACE,ASN,36,32,48
2021,MN,Minnesota,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,17.6,17.6,15.4,19.8,Age,Age 45-64,27,CVD,CVD07,CRDRATE,AGE,AGE4564,7,6,22
2021,MI,Michigan,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,39.6,39.6,29.8,50.4,Race/Ethnicity,Hispanic,26,CVD,CVD01,AGEADJPREV,RACE,HIS,33,34,38
2021,MO,Missouri,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,33.3,33.3,25.0,42.7,Race/Ethnicity,Hispanic,29,CVD,CVD03,AGEADJPREV,RACE,HIS,36,32,48
2021,MI,Michigan,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,64.0,64.0,62.2,65.9,Race/Ethnicity,"White, non-Hispanic",26,CVD,CVD07,CRDRATE,RACE,WHT,33,34,38
2021,LA,Louisiana,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,32.4,32.4,29.9,35.0,Sex,Female,22,CVD,CVD03,AGEADJPREV,SEX,SEXF,50,49,47
2021,ME,Maine,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,42.5,42.5,30.0,55.9,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",23,CVD,CVD01,CRDPREV,RACE,AIAN,20,24,14
2021,KY,Kentucky,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,30.2,30.2,29.65,30.74,Overall,Overall,21,CVD,CVD06,AGEADJRATE,OVERALL,OVR,16,14,33
2021,MN,Minnesota,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,23.8,23.8,22.6,25.1,Sex,Female,27,CVD,CVD04,AGEADJPREV,SEX,SEXF,7,6,22
2021,MN,Minnesota,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,28.3,28.3,24.4,32.6,Race/Ethnicity,"Black, non-Hispanic",27,CVD,CVD01,CRDPREV,RACE,BLK,7,6,22
2021,MN,Minnesota,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,2.4,2.4,1.9,3.0,Age,Age 0-44,27,CVD,CVD08,CRDRATE,AGE,AGE0_44,7,6,22
2021,MS,Mississippi,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,57.3,57.3,51.8,62.8,Age,Age 45-64,28,CVD,CVD07,CRDRATE,AGE,AGE4564,46,43,43
2021,ME,Maine,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,50.5,50.5,48.2,52.8,Sex,Male,23,CVD,CVD01,AGEADJPREV,SEX,SEXM,20,24,14
2021,KY,Kentucky,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,28.9,28.9,22.9,35.8,Race/Ethnicity,"Black, non-Hispanic",21,CVD,CVD04,AGEADJPREV,RACE,BLK,16,14,33
2021,MO,Missouri,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,28.23,28.23,27.6,28.85,Sex,Male,29,CVD,CVD06,CRDRATE,SEX,SEXM,36,32,48
2021,KY,Kentucky,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,37.7,37.7,35.3,40.1,Sex,Female,21,CVD,CVD01,CRDPREV,SEX,SEXF,16,14,33
2021,MI,Michigan,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,78.3,78.3,71.0,85.7,Race/Ethnicity,Hispanic,26,CVD,CVD09,CRDRATE,RACE,HIS,33,34,38
2021,MA,Massachusetts,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,166.1,166.1,158.9,173.4,Age,Age >=65,25,CVD,CVD07,CRDRATE,AGE,AGE65P,1,1,1
2021,KY,Kentucky,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,47.4,47.4,30.4,70.5,Race/Ethnicity,"Asian, non-Hispanic",21,CVD,CVD08,AGEADJRATE,RACE,ASN,16,14,33
2021,ME,Maine,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,43.3,43.3,26.2,62.1,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",23,CVD,CVD04,AGEADJPREV,RACE,AIAN,20,24,14
2021,MO,Missouri,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,53.2,53.2,37.2,73.6,Race/Ethnicity,"Multiracial, non-Hispanic",29,CVD,CVD09,AGEADJRATE,RACE,MRC,36,32,48
2021,MO,Missouri,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,49.1,49.1,36.0,65.5,Race/Ethnicity,"Asian, non-Hispanic",29,CVD,CVD08,AGEADJRATE,RACE,ASN,36,32,48
2021,MO,Missouri,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,23.0,23.0,19.0,27.6,Race/Ethnicity,"Black, non-Hispanic",29,CVD,CVD03,AGEADJPREV,RACE,BLK,36,32,48
2021,KY,Kentucky,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,28.9,28.9,22.9,35.9,Race/Ethnicity,"Black, non-Hispanic",21,CVD,CVD03,AGEADJPREV,RACE,BLK,16,14,33
2021,MI,Michigan,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,61.6,61.6,58.6,64.5,Overall,Overall,26,CVD,CVD02,AGEADJPREV,OVERALL,OVR,33,34,38
2021,MA,Massachusetts,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,30.2,30.2,28.5,31.8,Race/Ethnicity,"White, non-Hispanic",25,CVD,CVD04,AGEADJPREV,RACE,WHT,1,1,1
2021,MN,Minnesota,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,27.5,27.5,23.1,32.3,Race/Ethnicity,Hispanic,27,CVD,CVD03,AGEADJPREV,RACE,HIS,7,6,22
2021,MS,Mississippi,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,75.2,75.2,71.9,78.3,Race/Ethnicity,"Black, non-Hispanic",28,CVD,CVD01,AGEADJPREV,RACE,BLK,46,43,43
2021,MI,Michigan,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,29.5,29.5,27.7,31.3,Sex,Female,26,CVD,CVD04,AGEADJPREV,SEX,SEXF,33,34,38
2021,MI,Michigan,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,35.86,35.86,28.4,43.33,Race/Ethnicity,Hispanic,26,CVD,CVD06,AGEADJRATE,RACE,HIS,33,34,38
2021,MA,Massachusetts,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,56.7,56.7,51.8,61.5,Race/Ethnicity,"White, non-Hispanic",25,CVD,CVD02,AGEADJPREV,RACE,WHT,1,1,1
2021,MO,Missouri,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,27.86,27.86,27.44,28.28,Overall,Overall,29,CVD,CVD06,CRDRATE,OVERALL,OVR,36,32,48
2021,MD,Maryland,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,63.5,63.5,60.9,65.9,Race/Ethnicity,"Black, non-Hispanic",24,CVD,CVD01,AGEADJPREV,RACE,BLK,10,11,9
2021,MS,Mississippi,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,75.5,75.5,69.9,81.1,Race/Ethnicity,"Black, non-Hispanic",28,CVD,CVD07,AGEADJRATE,RACE,BLK,46,43,43
2021,MO,Missouri,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,37.8,37.8,27.8,48.9,Race/Ethnicity,"Multiracial, non-Hispanic",29,CVD,CVD03,AGEADJPREV,RACE,MRC,36,32,48
2021,MI,Michigan,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,21.9,21.9,20.1,23.7,Age,Age 45-64,26,CVD,CVD07,CRDRATE,AGE,AGE4564,33,34,38
2021,KY,Kentucky,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,81.9,81.9,72.8,91.0,Race/Ethnicity,"Black, non-Hispanic",21,CVD,CVD08,CRDRATE,RACE,BLK,16,14,33
2021,MS,Mississippi,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,53.3,53.3,50.0,56.6,Sex,Female,28,CVD,CVD07,AGEADJRATE,SEX,SEXF,46,43,43
2021,MD,Maryland,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,30.4,30.4,28.2,32.6,Race/Ethnicity,"Black, non-Hispanic",24,CVD,CVD03,AGEADJPREV,RACE,BLK,10,11,9
2021,LA,Louisiana,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,2.8,2.8,2.2,3.5,Age,Age 0-44,22,CVD,CVD07,CRDRATE,AGE,AGE0_44,50,49,47
2021,MA,Massachusetts,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,172.8,172.8,168.5,177.2,Sex,Male,25,CVD,CVD09,AGEADJRATE,SEX,SEXM,1,1,1
2021,MI,Michigan,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,287.6,287.6,278.5,296.6,Race/Ethnicity,"Black, non-Hispanic",26,CVD,CVD09,AGEADJRATE,RACE,BLK,33,34,38
2021,LA,Louisiana,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,44.0,44.0,41.2,46.8,Age,Age 45-64,22,CVD,CVD04,CRDPREV,AGE,AGE4564,50,49,47
2021,MD,Maryland,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,177.0,177.0,172.3,181.6,Sex,Female,24,CVD,CVD09,CRDRATE,SEX,SEXF,10,11,9
2021,MD,Maryland,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,38.6,38.6,31.4,46.4,Race/Ethnicity,"Multiracial, non-Hispanic",24,CVD,CVD03,AGEADJPREV,RACE,MRC,10,11,9
2021,MS,Mississippi,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,125.6,125.6,121.8,129.4,Overall,Overall,28,CVD,CVD08,AGEADJRATE,OVERALL,OVR,46,43,43
2021,MD,Maryland,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,43.2,43.2,41.3,45.1,Race/Ethnicity,"White, non-Hispanic",24,CVD,CVD07,AGEADJRATE,RACE,WHT,10,11,9
2021,MA,Massachusetts,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,46.7,46.7,32.9,61.1,Race/Ethnicity,"Asian, non-Hispanic",25,CVD,CVD01,AGEADJPREV,RACE,ASN,1,1,1
2021,KY,Kentucky,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,32.2,32.2,28.9,35.4,Age,Age 45-64,21,CVD,CVD07,CRDRATE,AGE,AGE4564,16,14,33
2021,MO,Missouri,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,33.9,33.9,32.0,35.8,Sex,Female,29,CVD,CVD04,CRDPREV,SEX,SEXF,36,32,48
2021,MI,Michigan,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,38.5,38.5,36.6,40.5,Sex,Male,26,CVD,CVD03,CRDPREV,SEX,SEXM,33,34,38
2021,MS,Mississippi,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,71.5,71.5,66.8,75.8,Sex,Female,28,CVD,CVD02,AGEADJPREV,SEX,SEXF,46,43,43
2021,MI,Michigan,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,20.2,20.2,13.5,29.1,Race/Ethnicity,"Asian, non-Hispanic",26,CVD,CVD03,CRDPREV,RACE,ASN,33,34,38
2021,MS,Mississippi,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,33.6,33.6,30.5,36.8,Race/Ethnicity,"Black, non-Hispanic",28,CVD,CVD04,AGEADJPREV,RACE,BLK,46,43,43
2021,KY,Kentucky,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,36.9,36.9,34.3,39.5,Sex,Female,21,CVD,CVD04,CRDPREV,SEX,SEXF,16,14,33
2021,KY,Kentucky,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,50.8,50.8,47.5,54.2,Age,Age >=65,21,CVD,CVD03,CRDPREV,AGE,AGE65P,16,14,33
2021,MA,Massachusetts,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,19.3,19.3,15.6,23.1,Race/Ethnicity,"Asian, non-Hispanic",25,CVD,CVD07,CRDRATE,RACE,ASN,1,1,1
2021,MN,Minnesota,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,58.4,58.4,55.7,61.1,Race/Ethnicity,"White, non-Hispanic",27,CVD,CVD02,AGEADJPREV,RACE,WHT,7,6,22
2021,MO,Missouri,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,30.9,30.9,23.5,39.5,Race/Ethnicity,Hispanic,29,CVD,CVD01,CRDPREV,RACE,HIS,36,32,48
